1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,54,54,54,54,50,50,50,55,34,34,34,34,34,34,34,34,34,34,34,55,55,55,50,50,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,52,52,5,5,5,5,5,5,5,5,5,5,61,61,61,61,61,61,61,61,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,118,118,118,53,53,53,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,24,24,24,24,24,24,24,63,63,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,33,33,33,33,43,43,43,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,25,25,25,25,25,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,37,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,13,46,46
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,54,54,54,54,50,50,50,55,34,34,34,34,34,34,34,34,34,34,34,55,55,55,50,50,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,52,5,5,5,5,5,5,5,5,5,5,5,61,61,61,61,61,61,61,61,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,118,118,118,53,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,24,24,24,24,24,24,24,63,63,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,33,33,33,43,43,43,43,43,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,25,25,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,37,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,13,46,46
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,54,54,54,54,50,50,50,55,34,34,34,34,34,34,34,34,34,34,34,55,55,55,50,50,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,52,52,5,5,5,5,5,5,5,5,5,5,61,61,61,61,61,61,61,8,8,8,8,8,8,8,8,8,31,31,31,31,8,8,8,8,8,8,8,9,9,118,118,118,53,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,24,24,24,24,24,24,63,63,63,63,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,33,33,33,43,43,43,43,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,13,46,46
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,54,54,54,54,50,50,50,55,34,34,34,34,34,34,34,34,34,34,34,55,55,55,50,50,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,52,5,5,5,5,5,5,5,5,5,61,61,61,61,61,61,61,61,61,8,8,8,8,8,8,8,8,31,31,31,31,31,31,31,8,8,8,8,8,9,9,118,118,118,53,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,24,24,24,24,63,63,63,63,63,63,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,33,33,33,33,33,43,43,43,43,43,43,25,25,25,67,67,67,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,18,18,18,18,18,18,18,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,11,11,11,11,11,11,11,11,16,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,13,46,46
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,54,54,54,54,50,50,50,55,34,34,34,34,34,34,34,34,34,34,34,34,55,55,50,50,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,52,5,5,5,5,5,5,5,5,61,61,61,61,61,61,61,61,8,8,8,8,8,8,8,8,31,31,31,31,31,31,31,31,31,31,31,8,8,8,9,9,118,118,118,118,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,24,24,24,24,63,63,63,63,63,30,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,33,33,33,33,33,43,43,43,43,43,25,25,25,67,67,67,67,67,82,82,82,82,82,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,18,18,6,18,18,6,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,117,117,117,117,117,117,117,117,117,117,117,117,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,42,42,42,42,42,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,11,37,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,46,46
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,54,54,54,54,50,50,50,55,34,34,34,34,34,34,34,34,34,34,34,34,55,55,50,50,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,52,5,5,5,61,61,61,61,61,61,61,61,61,61,61,61,61,8,8,8,8,8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,8,8,8,9,118,118,118,118,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,3,24,24,24,63,63,63,63,30,30,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,33,33,33,33,33,43,43,43,43,43,25,25,25,67,67,67,67,67,82,82,82,82,82,82,82,25,25,25,82,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,18,18,18,6,6,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,42,42,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,37,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,46,46
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,54,54,54,54,50,50,50,55,34,34,34,34,34,34,34,34,34,34,34,34,55,55,50,50,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,5,5,5,5,61,61,61,61,61,61,61,61,61,61,61,8,8,8,8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,8,8,9,118,118,118,118,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,3,24,24,24,63,63,63,63,30,30,63,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,33,33,33,33,33,33,43,43,25,25,67,67,67,67,67,67,67,67,82,82,82,82,82,82,82,82,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,4,4,4,117,117,47,47,47,47,47,47,47,47,47,117,117,117,117,19,19,4,4,4,4,4,4,4,4,4,20,20,4,4,42,42,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,37,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,46,46
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,54,54,54,54,50,50,50,55,55,55,34,34,34,34,34,34,34,34,34,34,55,55,50,50,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,5,5,5,61,61,61,61,61,61,61,61,61,61,61,61,8,8,8,8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,8,8,9,118,118,118,118,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,3,24,24,63,63,63,30,30,30,63,63,63,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,10,33,33,33,33,43,43,43,25,67,67,67,67,67,67,67,82,82,82,82,82,82,82,82,82,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,4,4,117,117,117,47,41,41,47,47,47,47,47,47,117,117,117,117,117,19,19,19,19,19,4,4,4,4,4,20,20,20,4,4,42,42,15,15,15,15,15,15,15,15,15,15,15,15,15,15,29,29,29,15,15,15,15,15,15,29,29,42,42,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,48,48,48,48,48,48,48,48,48,11,11,11,11,11,11,11,11,13,13,46,46,46
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,54,54,54,54,50,50,50,50,55,55,34,34,34,34,34,34,34,34,34,34,55,55,50,50,27,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,5,5,61,61,61,61,61,61,61,61,61,61,61,61,8,8,8,8,8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,8,9,9,118,118,118,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,3,3,24,63,63,30,30,30,30,63,63,63,63,63,63,38,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,33,33,33,43,43,43,43,67,67,67,67,67,67,64,82,82,82,82,82,82,82,82,82,25,25,25,25,25,25,25,25,25,25,25,25,25,26,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,4,117,117,117,47,47,41,41,41,41,41,47,47,47,47,47,47,47,47,80,80,80,19,19,20,20,20,20,20,20,20,20,20,20,42,42,42,15,15,15,15,15,15,15,15,15,15,15,15,29,29,29,29,29,29,29,29,15,29,29,29,42,42,42,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,37,11,11,11,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,48,48,48,48,48,48,21,48,48,48,48,11,11,11,11,11,13,13,13,13,46,46,46
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,54,54,54,54,50,50,50,50,55,55,34,34,34,34,34,34,34,34,34,34,55,55,50,50,27,27,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,52,5,5,61,61,61,61,61,61,61,61,61,61,22,22,8,8,8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,8,9,118,118,118,53,53,53,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,3,3,3,24,24,63,63,63,63,30,63,63,63,30,63,63,38,38,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,33,33,33,33,43,43,43,67,67,67,67,67,64,64,64,64,82,82,82,82,82,82,82,25,25,25,25,25,25,25,25,25,25,25,25,26,26,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,117,117,117,117,117,47,47,41,41,41,41,41,41,41,41,47,47,47,47,47,47,80,80,80,19,19,19,19,19,19,19,20,20,20,20,42,42,42,15,15,15,15,15,15,15,15,15,15,15,29,29,29,29,29,29,29,29,29,15,29,29,29,42,42,42,60,60,60,37,37,37,37,37,37,37,37,37,37,37,37,37,11,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,48,48,48,48,48,48,48,48,48,48,11,11,11,11,11,11,13,13,13,13,46,46,46
